Lat,Lon
39.29581,-76.57707
39.31277,-76.63449
39.29372,-76.56766
39.29081,-76.56747
39.30338,-76.63441
39.32187,-76.68389
39.28353,-76.64206
39.35101,-76.62306
39.31848,-76.68056
39.31188,-76.60951
39.34259,-76.6752
39.29724,-76.58081
39.26827,-76.65009
39.31462,-76.59866
39.3099,-76.70136
39.3011,-76.6142
39.32745,-76.56635
39.28121,-76.6494
39.29131,-76.6101
39.27891,-76.62386
39.34903,-76.59588
39.32284,-76.67445
39.28781,-76.61249
39.28737,-76.64531
39.33748,-76.60358
39.28146,-76.59407
39.35194,-76.70832
39.29206,-76.6754
39.32395,-76.67793
39.31944,-76.60077
39.29159,-76.6211
39.3117,-76.70332
39.26351,-76.65071
39.31131,-76.6135
39.28082,-76.69401
39.32473,-76.55074
39.35053,-76.55546
39.3027,-76.55196
39.3027,-76.55196
39.31155,-76.66331
39.29656,-76.6429
39.2784,-76.70044
39.29656,-76.6429
39.32739,-76.59492
39.32365,-76.59564
39.30353,-76.62895
39.36513,-76.61292
39.30459,-76.59349
39.28783,-76.53796
39.2443,-76.63222
39.2443,-76.63222
39.2443,-76.63222
39.28969,-76.64125
39.28741,-76.67344
39.29983,-76.5835
39.3177,-76.69043
39.35521,-76.56116
39.35365,-76.69881
39.29729,-76.57302
39.31017,-76.59289
39.22746,-76.5887
39.28788,-76.55814
39.28788,-76.55814
39.27289,-76.55313
39.30545,-76.64202
39.2887,-76.63554
39.33872,-76.68596
39.35553,-76.54453
39.30153,-76.60344
39.35553,-76.54453
39.30271,-76.62792
39.3307,-76.61496
39.3307,-76.61496
39.36672,-76.59234
39.29503,-76.53345
39.33184,-76.6904
39.32599,-76.67807
39.34252,-76.68048
39.29385,-76.66191
39.33184,-76.6904
39.33872,-76.68336
39.30092,-76.6246
39.34514,-76.64088
39.34824,-76.6911
39.32171,-76.57357
39.2477,-76.62897
39.35381,-76.58534
39.28188,-76.67956
39.29343,-76.63262
39.30559,-76.58966
39.31077,-76.59286
39.34921,-76.68
39.30543,-76.64967
39.29511,-76.66758
39.29485,-76.57925
39.26917,-76.59434
39.30688,-76.61068
39.23385,-76.60113
39.30298,-76.60495
39.30319,-76.62088
39.29503,-76.53345
39.3182,-76.60189
39.30175,-76.64174
39.35741,-76.62434
39.29635,-76.57056
39.27721,-76.53916
39.22896,-76.59755
39.33116,-76.67033
39.33116,-76.67033
39.33116,-76.67033
39.28724,-76.63464
39.22451,-76.5884
39.22558,-76.59158
39.33716,-76.57471
39.33689,-76.67787
39.32112,-76.56511
39.30225,-76.6717
39.30943,-76.62459
39.29346,-76.59986
39.31218,-76.61703
39.28719,-76.64235
39.29095,-76.63624
39.28773,-76.60216
39.28523,-76.64223
39.29844,-76.65676
39.31884,-76.58713
39.3089,-76.67132
39.3164,-76.54329
39.28876,-76.63424
39.23401,-76.60258
39.29483,-76.62205
39.28297,-76.62552
39.28839,-76.64119
39.29731,-76.57372
39.33116,-76.67033
39.33116,-76.67033
39.35411,-76.5942
39.34345,-76.67404
39.32887,-76.65767
39.35347,-76.55667
39.31325,-76.67264
39.37024,-76.68698
39.30016,-76.60568
39.29672,-76.69156
39.29051,-76.69439
39.30114,-76.60544
39.32806,-76.53199
39.32806,-76.53199
39.30663,-76.65256
39.33321,-76.70909
39.29829,-76.6915
39.30809,-76.6675
39.33145,-76.63265
39.31003,-76.67597
39.3047,-76.61449
39.29185,-76.65214
39.30271,-76.62792
39.30271,-76.62792
39.3306,-76.6365
39.32441,-76.54079
39.32441,-76.54079
39.29537,-76.64154
39.29537,-76.64154
39.2859,-76.58468
39.31196,-76.59922
39.31539,-76.65423
39.31324,-76.64541
39.28755,-76.55731
39.29287,-76.59982
39.36026,-76.5501
39.28196,-76.61476
39.28977,-76.60985
39.28996,-76.67526
39.31987,-76.60035
39.3307,-76.61496
39.3307,-76.61496
39.3307,-76.61496
39.28703,-76.5572
39.28703,-76.5572
39.35204,-76.70845
39.30693,-76.64542
39.30482,-76.62113
39.31142,-76.67516
39.32954,-76.66244
39.32954,-76.66244
39.32954,-76.66244
39.30805,-76.64643
39.34742,-76.6845
39.31717,-76.64828
39.35383,-76.53442
39.30168,-76.62648
39.33567,-76.67288
39.28916,-76.62087
39.27382,-76.6668
39.33295,-76.65569
39.31573,-76.56328
39.28149,-76.64809
39.31731,-76.56828
39.36118,-76.60041
39.33223,-76.63727
39.29938,-76.57812
39.35647,-76.59427
39.31432,-76.64385
39.25591,-76.6448
39.34847,-76.67499
39.27125,-76.61156
39.32744,-76.68259
39.32054,-76.57325
39.28248,-76.59352
39.29545,-76.57344
39.29286,-76.57333
39.31147,-76.6381
39.28705,-76.63731
39.33883,-76.54612
39.28503,-76.63939
39.33846,-76.66913
39.34091,-76.6012
39.30585,-76.66936
39.31137,-76.65285
39.31137,-76.65285
39.27937,-76.65861
39.30608,-76.64467
39.28217,-76.63541
39.28217,-76.63541
39.30752,-76.634
39.2993,-76.62075
39.28884,-76.61273
39.2902,-76.5939
39.30159,-76.64582
39.29326,-76.59731
39.30471,-76.65384
39.30995,-76.67444
39.30296,-76.60203
39.32111,-76.61854
39.33107,-76.66862
39.28356,-76.70784
39.30516,-76.59998
39.30688,-76.61068
39.36634,-76.57051
39.3306,-76.6365
39.32042,-76.6017
39.27592,-76.66514
39.3547,-76.60212
39.29499,-76.62199
39.27705,-76.56694
39.32358,-76.59064
39.30902,-76.67041
39.30902,-76.67041
39.30639,-76.64254
39.29488,-76.62206
39.29354,-76.65498
39.30061,-76.61589
39.35766,-76.69897
39.35952,-76.58856
39.35952,-76.58856
39.24519,-76.63364
39.29248,-76.63422
39.30927,-76.56249
39.29295,-76.57095
39.28296,-76.70579
39.23413,-76.59682
39.22918,-76.6002
39.30363,-76.58497
39.29346,-76.59986
39.32531,-76.59387
39.30528,-76.64793
39.28821,-76.56722
39.29606,-76.58146
39.30382,-76.63284
39.28942,-76.61826
39.32092,-76.70431
39.28406,-76.61333
39.2879,-76.53627
39.2803,-76.57117
39.33778,-76.66801
39.34183,-76.67983
39.35893,-76.59092
39.27659,-76.54251
39.32473,-76.55074
39.32558,-76.68648
39.28349,-76.56698
39.27934,-76.56672
39.28475,-76.64613
39.28652,-76.62748
39.29061,-76.60888
39.34993,-76.68228
39.32277,-76.56812
39.28554,-76.56935
39.28554,-76.56935
39.30766,-76.66743
39.29998,-76.68381
39.29805,-76.57494
39.32307,-76.61952
39.30218,-76.6259
39.31539,-76.65423
39.31665,-76.63162
39.28481,-76.53085
39.28401,-76.6798
39.37033,-76.58296
39.29555,-76.63466
39.29555,-76.63466
39.29555,-76.63466
39.29555,-76.63466
39.29555,-76.63466
39.29555,-76.63466
39.29555,-76.63466
39.29555,-76.63466
39.33653,-76.70595
39.32696,-76.55888
39.29146,-76.56646
39.32481,-76.60949
39.32043,-76.59616
39.33298,-76.60712
39.31853,-76.67288
39.31691,-76.6829
39.28181,-76.65115
39.29632,-76.68309
39.30342,-76.61718
39.32182,-76.54804
39.31183,-76.64464
39.28319,-76.55468
39.33418,-76.60945
39.31892,-76.56126
39.30109,-76.57868
39.32039,-76.55223
39.30051,-76.64758
39.2957,-76.58497
39.28473,-76.64852
39.28574,-76.63523
39.31666,-76.59535
39.35687,-76.63472
39.33126,-76.62823
39.31296,-76.64222
39.31833,-76.56607
39.32026,-76.56009
39.32458,-76.59455
39.30744,-76.63379
39.30901,-76.58223
39.30901,-76.58223
39.33009,-76.6626
39.29563,-76.66081
39.28218,-76.70562
39.31259,-76.58373
39.32473,-76.55074
39.325,-76.54407
39.2747,-76.53739
39.29529,-76.59129
39.28706,-76.55422
39.31421,-76.61685
39.28966,-76.57176
39.28966,-76.57176
39.28338,-76.59353
39.29131,-76.6101
39.35687,-76.63472
39.36856,-76.59073
39.29433,-76.58477
39.32829,-76.60496
39.29913,-76.58672
39.3144,-76.61198
39.28115,-76.59644
39.34021,-76.59093
39.25297,-76.6524
39.34509,-76.66303
39.29272,-76.57547
39.31225,-76.59274
39.36763,-76.54823
39.3566,-76.63125
39.2909,-76.59368
39.29253,-76.56897
39.22761,-76.58863
39.31587,-76.59627
39.29971,-76.62492
39.32637,-76.58892
39.29988,-76.60267
39.30861,-76.59689
39.29019,-76.56267
39.28001,-76.57531
39.35745,-76.59948
39.28186,-76.59261
39.28303,-76.68804
39.34985,-76.66405
39.29389,-76.67648
39.30109,-76.5788
39.30559,-76.67208
39.29033,-76.62798
39.2932,-76.60817
39.2932,-76.60817
39.27891,-76.62386
39.28664,-76.67195
39.2909,-76.67949
39.29252,-76.56913
39.32769,-76.66103
39.32769,-76.66103
39.33937,-76.54665
39.30742,-76.55634
39.29337,-76.60319
39.29337,-76.60319
39.28332,-76.65751
39.29073,-76.56559
39.33351,-76.60549
39.28467,-76.53429
39.34883,-76.66618
39.26035,-76.64292
39.28042,-76.57389
39.32207,-76.55104
39.24951,-76.62191
39.29786,-76.6401
39.26526,-76.64458
39.26526,-76.64458
39.26526,-76.64458
39.26526,-76.64458
39.26526,-76.64458
39.28972,-76.6502
39.30447,-76.63165
39.27301,-76.53667
39.27301,-76.53667
39.31935,-76.56271
39.29529,-76.59129
39.29744,-76.57792
39.31109,-76.64661
39.33545,-76.66023
39.28759,-76.54021
39.30498,-76.60346
39.32739,-76.67825
39.30775,-76.63573
39.30539,-76.62608
39.28507,-76.5722
39.28161,-76.59379
39.28161,-76.59379
39.28161,-76.59379
39.30125,-76.60387
39.32199,-76.6795
39.26297,-76.64395
39.29213,-76.56935
39.29213,-76.56935
39.32289,-76.59595
39.32774,-76.61111
39.32774,-76.61111
39.32774,-76.61111
39.31337,-76.61802
39.30798,-76.64493
39.32464,-76.59482
39.32188,-76.65516
39.32188,-76.65516
39.27698,-76.61317
39.29492,-76.58059
39.31887,-76.59871
39.31854,-76.65115
39.28762,-76.56344
39.28762,-76.56344
39.31868,-76.65399
39.28939,-76.56543
39.30606,-76.63209
39.32603,-76.61009
39.36241,-76.55229
39.31691,-76.6829
39.28577,-76.64285
39.29796,-76.64838
39.28714,-76.70918
39.31146,-76.58741
39.33812,-76.55541
39.33972,-76.66656
39.34716,-76.59829
39.30051,-76.64758
39.30051,-76.64758
39.31541,-76.60926
39.29624,-76.56782
39.28265,-76.64511
39.29093,-76.57107
39.30687,-76.64548
39.29586,-76.57708
39.29586,-76.57708
39.29855,-76.5992
39.3283,-76.68555
39.2876,-76.59457
39.30553,-76.64058
39.27408,-76.62769
39.34041,-76.5815
39.27717,-76.56827
39.31555,-76.61816
39.29447,-76.58127
39.2787,-76.54362
39.31482,-76.66107
39.31114,-76.61812
39.31931,-76.65863
39.34504,-76.66282
39.31367,-76.58849
39.32849,-76.55921
39.36111,-76.64609
39.29825,-76.66077
39.29013,-76.57009
39.3276,-76.54611
39.32308,-76.59624
39.35014,-76.60916
39.31441,-76.66643
39.2843,-76.64444
39.31549,-76.61527
39.31825,-76.6095
39.31825,-76.6095
39.30127,-76.60333
39.28681,-76.60533
39.28182,-76.6349
39.31201,-76.63555
39.31642,-76.56277
39.24954,-76.62158
39.29891,-76.62154
39.33609,-76.70035
39.3008,-76.5876
39.29125,-76.61248
39.26917,-76.59434
39.29533,-76.64287
39.33327,-76.65591
39.31539,-76.65423
39.31736,-76.617
39.2992,-76.63482
39.29812,-76.57875
39.2677,-76.67446
39.32473,-76.55074
39.31003,-76.67597
39.33435,-76.67577
39.2945,-76.66501
39.32464,-76.59482
39.31028,-76.70755
39.36566,-76.55482
39.30541,-76.62819
39.3077,-76.65315
39.29212,-76.64885
39.25137,-76.61498
39.32852,-76.60812
39.29355,-76.57177
39.29094,-76.56426
39.36788,-76.55569
39.31102,-76.61643
39.29269,-76.66485
39.29875,-76.57445
39.35536,-76.54152
39.3249,-76.56933
39.32829,-76.60813
39.32227,-76.60781
39.29977,-76.65356
39.32289,-76.6863
39.29513,-76.59861
39.35053,-76.55546
39.29503,-76.53345
39.30711,-76.58714
39.29975,-76.61934
39.3084,-76.66105
39.26688,-76.65229
39.36839,-76.56678
39.36839,-76.56678
39.25137,-76.61498
39.31755,-76.65169
39.30895,-76.64627
39.28938,-76.61967
39.28168,-76.53787
39.24486,-76.62407
39.35712,-76.59077
39.29332,-76.6504
39.31644,-76.54328
39.31798,-76.56926
39.29503,-76.57997
39.34609,-76.65486
39.26442,-76.64999
39.22226,-76.58763
39.34879,-76.69185
39.2942,-76.67282
39.29122,-76.56268
39.29122,-76.56268
39.29122,-76.56268
39.3225,-76.56885
39.32212,-76.5916
39.28976,-76.61015
39.29072,-76.56926
39.29072,-76.56926
39.29536,-76.56777
39.29281,-76.60859
39.29134,-76.63024
39.32925,-76.60944
39.26218,-76.63453
39.31336,-76.64123
39.29893,-76.58018
39.33415,-76.685
39.28653,-76.68681
39.31451,-76.64495
39.33863,-76.6585
39.29651,-76.57138
39.29651,-76.57138
39.35591,-76.5965
39.31005,-76.6434
39.30053,-76.62583
39.34818,-76.67254
39.29545,-76.57344
39.25945,-76.6088
39.35629,-76.60239
39.34741,-76.67616
39.28949,-76.64727
39.28233,-76.63331
39.34453,-76.67246
39.29192,-76.5846
39.28066,-76.64727
39.3102,-76.64814
39.31983,-76.59378
39.26944,-76.64935
39.26944,-76.64935
39.29415,-76.65365
39.26166,-76.66527
39.26157,-76.66657
39.28614,-76.60176
39.30959,-76.65499
39.30155,-76.64023
39.32719,-76.66031
39.31264,-76.58374
39.28469,-76.65662
39.3073,-76.58285
39.36381,-76.59592
39.29123,-76.6059
39.29123,-76.6059
39.34298,-76.68579
39.29247,-76.61006
39.30143,-76.66217
39.29552,-76.66381
39.29552,-76.66381
39.27355,-76.67137
39.34691,-76.60881
39.26322,-76.64017
39.2894,-76.60669
39.31073,-76.59519
39.34691,-76.60881
39.29814,-76.62794
39.30856,-76.57306
39.30083,-76.62459
39.30083,-76.62459
39.28706,-76.55422
39.28706,-76.55422
39.28335,-76.6339
39.24401,-76.622
39.2951,-76.64806
39.30401,-76.6447
39.29858,-76.62437
39.34729,-76.67557
39.29641,-76.57572
39.29346,-76.59986
39.27168,-76.55383
39.3156,-76.61521
39.3156,-76.61521
39.33902,-76.54004
39.28116,-76.65235
39.3306,-76.6365
39.27939,-76.61425
39.31294,-76.59513
39.33643,-76.5944
39.3547,-76.60212
39.29503,-76.53345
39.29285,-76.62124
39.30889,-76.67268
39.28174,-76.61279
39.25745,-76.63173
39.25745,-76.63173
39.30013,-76.65666
39.33207,-76.66437
39.36339,-76.55176
39.2867,-76.60774
39.34339,-76.66438
39.31205,-76.67675
39.31237,-76.59029
39.29529,-76.59129
39.30157,-76.6374
39.29425,-76.56884
39.30096,-76.64649
39.30824,-76.58568
39.30482,-76.58016
39.30132,-76.63195
39.36609,-76.65489
39.31944,-76.60077
39.29579,-76.63991
39.28993,-76.65039
39.23665,-76.60731
39.30415,-76.58118
39.31205,-76.67675
39.32347,-76.60947
39.3503,-76.59344
39.2429,-76.62564
39.30465,-76.64354
39.31927,-76.68284
39.29354,-76.65497
39.34798,-76.59833
39.32576,-76.54104
39.3007,-76.62813
39.30285,-76.65373
39.30285,-76.65373
39.30285,-76.65373
39.31438,-76.68759
39.29131,-76.6101
39.33437,-76.62053
39.29197,-76.70569
39.28296,-76.70579
39.28218,-76.70562
39.28323,-76.65611
39.36674,-76.56224
39.30648,-76.62952
39.297,-76.65515
39.32501,-76.55578
39.30077,-76.65361
39.30077,-76.65361
39.3578,-76.5952
39.23534,-76.60709
39.27813,-76.65626
39.2666,-76.65183
39.29607,-76.57641
39.3117,-76.62941
39.32276,-76.60708
39.32471,-76.57335
39.34295,-76.59457
39.34295,-76.59457
39.28055,-76.65676
39.29848,-76.5738
39.28423,-76.6857
39.30857,-76.57857
39.30298,-76.60495
39.30912,-76.65264
39.33255,-76.58896
39.30795,-76.59143
39.33038,-76.54282
39.34608,-76.68065
39.30771,-76.59018
39.23118,-76.59059
39.34526,-76.60135
39.34526,-76.60135
39.28323,-76.65611
39.31413,-76.64526
39.35867,-76.556
39.3249,-76.55064
39.30194,-76.5964
39.30215,-76.59692
39.31386,-76.62919
39.23819,-76.60831
39.29407,-76.57634
39.30651,-76.63112
39.31434,-76.61817
39.33763,-76.56109
39.3004,-76.63082
39.32055,-76.70946
39.32055,-76.70946
39.30151,-76.6654
39.2864,-76.64106
39.32343,-76.59323
39.29125,-76.61248
39.29125,-76.61248
39.2898,-76.53116
39.28111,-76.62876
39.28797,-76.65051
39.31845,-76.60187
39.33789,-76.66789
39.30271,-76.62792
39.28559,-76.63716
39.30683,-76.58719
39.30465,-76.59957
39.34988,-76.69344
39.3482,-76.6749
39.2677,-76.67446
39.30327,-76.5812
39.30727,-76.64256
39.32075,-76.55303
39.31363,-76.61515
39.29015,-76.59363
39.32643,-76.54483
39.27695,-76.61342
39.27695,-76.61342
39.246,-76.62037
39.28161,-76.59379
39.28161,-76.59379
39.27539,-76.63405
39.29019,-76.56267
39.31222,-76.61741
39.29579,-76.56779
39.27648,-76.62549
39.27648,-76.62549
39.2939,-76.57698
39.36746,-76.54874
39.31239,-76.61796
39.32387,-76.5934
39.32387,-76.5934
39.37123,-76.60833
39.32383,-76.59423
39.32882,-76.55827
39.35637,-76.59648
39.35637,-76.59648
39.29105,-76.63255
39.29483,-76.58137
39.24777,-76.62899
39.30214,-76.60743
39.31708,-76.57536
39.28533,-76.64382
39.32158,-76.53791
39.29385,-76.58273
39.37006,-76.68182
39.29915,-76.57513
39.26203,-76.6577
39.26203,-76.6577
39.34334,-76.66345
39.35516,-76.55713
39.35516,-76.55713
39.28959,-76.60981
39.29165,-76.56939
39.29866,-76.61474
39.34179,-76.60688
39.27662,-76.61663
39.29772,-76.58354
39.29162,-76.5626
39.29573,-76.58945
39.33036,-76.5428
39.34597,-76.60595
39.34597,-76.60595
39.28405,-76.58432
39.32418,-76.55828
39.32418,-76.55828
39.32418,-76.55828
39.30266,-76.54761
39.30592,-76.64259
39.31006,-76.59399
39.33784,-76.6776
39.31964,-76.61115
39.32478,-76.55808
39.31798,-76.56926
39.23886,-76.60039
39.31119,-76.64019
39.30897,-76.63747
39.27762,-76.66006
39.35137,-76.7046
39.37122,-76.58449
39.32739,-76.56425
39.32017,-76.612
39.28567,-76.65013
39.27408,-76.62769
39.30268,-76.66819
39.29475,-76.60355
39.30471,-76.66678
39.34721,-76.59831
39.29498,-76.57997
39.34884,-76.70852
39.25412,-76.64526
39.28342,-76.65583
39.24779,-76.62906
39.26879,-76.65109
39.30278,-76.63375
39.28188,-76.67956
39.30309,-76.60216
39.30309,-76.60216
39.29303,-76.61816
39.29413,-76.67463
